conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:4069_conv:8139,1,proud,My daughter is graduating from medical school.,294,My daughter is graduating from medical school this month.,5|5|5_5|5|5,
hit:4069_conv:8139,2,proud,My daughter is graduating from medical school.,262,Oh wow! What an accomplishment!,5|5|5_5|5|5,
hit:4069_conv:8139,3,proud,My daughter is graduating from medical school.,294,Yeah_comma_ she is my little pride and joy_comma_ although she's not so little anymore.,5|5|5_5|5|5,
hit:4069_conv:8139,4,proud,My daughter is graduating from medical school.,262,What kind of doctor will she be?,5|5|5_5|5|5,
hit:4069_conv:8139,5,proud,My daughter is graduating from medical school.,294,An internist.  She has a little ways to go yet with her residency.,5|5|5_5|5|5,
hit:4069_conv:8139,6,proud,My daughter is graduating from medical school.,262,Oh. I don't know how medical school works. I am studying srt history.,5|5|5_5|5|5,
hit:4073_conv:8146,1,joyful,I get so happy when I get to visit my family over the holidays. It is my favorite time of year!,139,My favorite time of year is the holidays. I get to see my family that I miss so much during the year.,5|5|5_5|5|5,
hit:4073_conv:8146,2,joyful,I get so happy when I get to visit my family over the holidays. It is my favorite time of year!,262,Holidays are a great time for family. I love that too.,5|5|5_5|5|5,
hit:4073_conv:8146,3,joyful,I get so happy when I get to visit my family over the holidays. It is my favorite time of year!,139,Yeah I really enjoy spending time with them and talking about our different lives.,5|5|5_5|5|5,
hit:4073_conv:8146,4,joyful,I get so happy when I get to visit my family over the holidays. It is my favorite time of year!,262,Do you get to gether for all holidays?,5|5|5_5|5|5,
hit:4075_conv:8150,1,disgusted,I ate half a sandwhich before realizing the bread was moldy.,286,I ate half a sandwich before realizing the bread was old and moldy! It was gross!,5|5|5_5|5|5,
hit:4075_conv:8150,2,disgusted,I ate half a sandwhich before realizing the bread was moldy.,501,Oh no_comma_ I can imagine how you must have felt when you realized.  Did you get sick?,5|5|5_5|5|5,
hit:4075_conv:8150,3,disgusted,I ate half a sandwhich before realizing the bread was moldy.,286,It didn't make me sick_comma_ but it definitely made me FEEL sick for a short period. I guess mostly mental.,5|5|5_5|5|5,
hit:4075_conv:8150,4,disgusted,I ate half a sandwhich before realizing the bread was moldy.,501,I can understand that too....  Did you double check the bread before the next sandwich?,5|5|5_5|5|5,
hit:4080_conv:8161,1,impressed,I started watching golf on TV. I am amazed at how good the top players are. They must have practiced for years.,139,I recently got into watching golf on TV. I am so amazed at how good some of the pro players are.,5|5|5_5|5|5,
hit:4080_conv:8161,2,impressed,I started watching golf on TV. I am amazed at how good the top players are. They must have practiced for years.,262,Golf? I could never get into it.,5|5|5_5|5|5,
hit:4080_conv:8161,3,impressed,I started watching golf on TV. I am amazed at how good the top players are. They must have practiced for years.,139,It's not for everyone. I just like the strategy and slow pace of the game. It is so serene.,5|5|5_5|5|5,
hit:4080_conv:8161,4,impressed,I started watching golf on TV. I am amazed at how good the top players are. They must have practiced for years.,262,Do you play too?,5|5|5_5|5|5,
hit:4081_conv:8163,1,content,I just retired and feel truly happy for the first time in my life.,294,I just retired and feel truly happy for the first time in my life.,5|5|5_5|5|5,
hit:4081_conv:8163,2,content,I just retired and feel truly happy for the first time in my life.,262,That's great. I can't wait to retire and travel,5|5|5_5|5|5,
hit:4081_conv:8163,3,content,I just retired and feel truly happy for the first time in my life.,294,It's so much better than you can even imagine.  ,5|5|5_5|5|5,
hit:4081_conv:8163,4,content,I just retired and feel truly happy for the first time in my life.,262,Are you goig to travel?,5|5|5_5|5|5,
hit:4093_conv:8187,1,prepared,My interview is tomorrow for my dream job. I get ready to meet my interviewer.,43,I'm ready to meet my interviewer tomorrow.,3|3|4_Okay well good luck. I am sure you'll do great.|4|4,
hit:4093_conv:8187,2,prepared,My interview is tomorrow for my dream job. I get ready to meet my interviewer.,243,I'm ready to meet my interviewer tomorrow.,3|3|4_Okay well good luck. I am sure you'll do great.|4|4,
hit:4093_conv:8187,3,prepared,My interview is tomorrow for my dream job. I get ready to meet my interviewer.,43,Are you nervous?,3|3|4_Okay well good luck. I am sure you'll do great.|4|4,
hit:4094_conv:8188,1,impressed,My son stayed over my friends out. She said he was so well behaved. I was surprised because I spoiled him terribly.,262,MY son stayed over a friends house las week,5|5|5_5|5|5,
hit:4094_conv:8188,2,impressed,My son stayed over my friends out. She said he was so well behaved. I was surprised because I spoiled him terribly.,448,How did it go? Was it his first sleep over?,5|5|5_5|5|5,
hit:4094_conv:8188,3,impressed,My son stayed over my friends out. She said he was so well behaved. I was surprised because I spoiled him terribly.,262,IT was. He was well behaved. I was surprised because he is only 3 and I spoiled him. oops,5|5|5_5|5|5,
hit:4094_conv:8188,4,impressed,My son stayed over my friends out. She said he was so well behaved. I was surprised because I spoiled him terribly.,448,That's impressive for a 3 year old!  I didn't have my first sleepover til I was 6.,5|5|5_5|5|5,
hit:4094_conv:8188,5,impressed,My son stayed over my friends out. She said he was so well behaved. I was surprised because I spoiled him terribly.,262,She is my best friend and she has all boys,5|5|5_5|5|5,
hit:4102_conv:8205,1,apprehensive,My husband wants to take a job in another state. I am just not sure that it's a good idea to uproot the kids like that right now.,243,My husband is wanting to take a job in another state.,4|5|5_5|5|5,
hit:4102_conv:8205,2,apprehensive,My husband wants to take a job in another state. I am just not sure that it's a good idea to uproot the kids like that right now.,291,Is it a really good job?,4|5|5_5|5|5,
hit:4102_conv:8205,3,apprehensive,My husband wants to take a job in another state. I am just not sure that it's a good idea to uproot the kids like that right now.,243,It is_comma_ but not much different than what he already has and I just don't know if it's a good idea to make the move right now. I don't want to uproot our kids.,4|5|5_5|5|5,
hit:4102_conv:8205,4,apprehensive,My husband wants to take a job in another state. I am just not sure that it's a good idea to uproot the kids like that right now.,291,Maybe you should tell him that?,4|5|5_5|5|5,
hit:4110_conv:8221,1,terrified,I used to read stories. One day I read a story when I was alone. It was a horror story. I just scared a lot and I stopped reading.,43,I read a horror story last night.,4|4|5_4|5|5,
hit:4110_conv:8221,2,terrified,I used to read stories. One day I read a story when I was alone. It was a horror story. I just scared a lot and I stopped reading.,310,Which one?  Was it good?  I've read a decent amount of those_comma_ but I'm always looking for more.,4|4|5_4|5|5,
hit:4110_conv:8221,3,terrified,I used to read stories. One day I read a story when I was alone. It was a horror story. I just scared a lot and I stopped reading.,43,It's Chalk_comma_ which is written by Paul Cornell.,4|4|5_4|5|5,
hit:4110_conv:8221,4,terrified,I used to read stories. One day I read a story when I was alone. It was a horror story. I just scared a lot and I stopped reading.,310,I've never heard of it.  What's it about?,4|4|5_4|5|5,
hit:4118_conv:8237,1,content,I'm very satisfied with my new home,224,I'm happy with my new home,3|2|3_3|5|5,
hit:4118_conv:8237,2,content,I'm very satisfied with my new home,296,I am glad! Tell me about it?,3|2|3_3|5|5,
hit:4118_conv:8237,3,content,I'm very satisfied with my new home,224,It has a lot of plants!,3|2|3_3|5|5,
hit:4118_conv:8237,4,content,I'm very satisfied with my new home,296,Oh is it a country property?,3|2|3_3|5|5,
hit:4123_conv:8247,1,surprised,I was a bit shocked that someone was so nice this morning after being so rotten yesterday. I can't deal with people with such huge mood swings.,296,I was a bit shocked that someone was so nice this morning after being so rotten yesterday.,5|5|5_2|4|5,
hit:4123_conv:8247,2,surprised,I was a bit shocked that someone was so nice this morning after being so rotten yesterday. I can't deal with people with such huge mood swings.,503,Oh yeah? It's always a bit suspicious when someone just changes their attitude like that.,5|5|5_2|4|5,
hit:4123_conv:8247,3,surprised,I was a bit shocked that someone was so nice this morning after being so rotten yesterday. I can't deal with people with such huge mood swings.,296,yes especially after they did a lot to you and haven't even said sorry.  I can't deal with people with such huge mood swings.,5|5|5_2|4|5,
hit:4123_conv:8247,4,surprised,I was a bit shocked that someone was so nice this morning after being so rotten yesterday. I can't deal with people with such huge mood swings.,503,They didn't even apologize? Wow_comma_ that's rude. Well_comma_ hopefully their friendlier mood will last a while.,5|5|5_2|4|5,
hit:4123_conv:8247,5,surprised,I was a bit shocked that someone was so nice this morning after being so rotten yesterday. I can't deal with people with such huge mood swings.,296,I'm off that train so they aren't coming back on board until they get better.,5|5|5_2|4|5,
hit:4124_conv:8249,1,terrified,I almost stepped on a snake today.,244,I almost stepped on a snake today.,5|5|5_5|5|5,
hit:4124_conv:8249,2,terrified,I almost stepped on a snake today.,504,Did the snake try to strike at you?,5|5|5_5|5|5,
hit:4124_conv:8249,3,terrified,I almost stepped on a snake today.,244,No he didn't. ,5|5|5_5|5|5,
hit:4124_conv:8249,4,terrified,I almost stepped on a snake today.,504,I'm glad you didn't get bit!,5|5|5_5|5|5,
hit:4124_conv:8249,5,terrified,I almost stepped on a snake today.,244,Me too. It was venemous.,5|5|5_5|5|5,
hit:4124_conv:8249,6,terrified,I almost stepped on a snake today.,504,Wow. What kind was it?,5|5|5_5|5|5,
hit:4124_conv:8249,7,terrified,I almost stepped on a snake today.,244,A copper head.,5|5|5_5|5|5,
hit:4124_conv:8249,8,terrified,I almost stepped on a snake today.,504,Are there a lot of snakes where you live?,5|5|5_5|5|5,
hit:4125_conv:8250,1,terrified,I rode in an airplane for the first time last week_comma_ and I have never been so frightened. It was not a good time.,99,I rode in an airplane for the first time last week_comma_ and I have never been so frightened. ,5|5|5_5|5|5,
hit:4125_conv:8250,2,terrified,I rode in an airplane for the first time last week_comma_ and I have never been so frightened. It was not a good time.,262,My first time was scary too!,5|5|5_5|5|5,
hit:4125_conv:8250,3,terrified,I rode in an airplane for the first time last week_comma_ and I have never been so frightened. It was not a good time.,99,I didn't have a good time. My nerves were shot the entire time,5|5|5_5|5|5,
hit:4125_conv:8250,4,terrified,I rode in an airplane for the first time last week_comma_ and I have never been so frightened. It was not a good time.,262,Was it a long flight?,5|5|5_5|5|5,
hit:4126_conv:8252,1,lonely,I just moved by myself to Spain to study. I do not know anyone here.,243,I just moved by myself to Spain to study.,4|5|5_4|5|5,
hit:4126_conv:8252,2,lonely,I just moved by myself to Spain to study. I do not know anyone here.,296,That sounds really interesting! How do you like it so far?,4|5|5_4|5|5,
hit:4126_conv:8252,3,lonely,I just moved by myself to Spain to study. I do not know anyone here.,243,I am not sure I really like it because I don't know anyone.,4|5|5_4|5|5,
hit:4126_conv:8252,4,lonely,I just moved by myself to Spain to study. I do not know anyone here.,296,That would be hard! Do you now Spanish well?,4|5|5_4|5|5,
hit:4127_conv:8254,1,furious,I went to the grocery store and someone stole my purse.  I am so upset about it.,322,I went to the grocery store and someone stole my purse.,4|4|5_5\|5|5,
hit:4127_conv:8254,2,furious,I went to the grocery store and someone stole my purse.  I am so upset about it.,244,Did you get a good look at the guy?,4|4|5_5\|5|5,
hit:4127_conv:8254,3,furious,I went to the grocery store and someone stole my purse.  I am so upset about it.,322,No_comma_ it was when my back was turned.  I am so upset about it.,4|4|5_5\|5|5,
hit:4127_conv:8254,4,furious,I went to the grocery store and someone stole my purse.  I am so upset about it.,244,that sucks.  Did they place you were at have cameras?,4|4|5_5\|5|5,
hit:4136_conv:8272,1,ashamed,I failed to pass my examination. I feel guilty for that. Though I studied hard_comma_ I lost.,43,I'm unable to clear my exam.,5|5|5_5|5|5,
hit:4136_conv:8272,2,ashamed,I failed to pass my examination. I feel guilty for that. Though I studied hard_comma_ I lost.,220,Did you have a hard time in the class itself?,5|5|5_5|5|5,
hit:4136_conv:8272,3,ashamed,I failed to pass my examination. I feel guilty for that. Though I studied hard_comma_ I lost.,43,No_comma_ I studied well. Though I lost it.,5|5|5_5|5|5,
hit:4136_conv:8272,4,ashamed,I failed to pass my examination. I feel guilty for that. Though I studied hard_comma_ I lost.,220,There's a lot of people who do not so well on tests_comma_ do you get another chance?,5|5|5_5|5|5,
hit:4143_conv:8286,1,surprised,I got into a small fender bender and i was so surprised to see how expensive it is to fix a tiny scratch,52,I got into a small fender bender. the car wasn't damaged_comma_ just a tiny scratch! I was shocked when collision center told me it would cost 526$ to fix that tiny scratch,5|5|5_5|5|5,
hit:4143_conv:8286,2,surprised,I got into a small fender bender and i was so surprised to see how expensive it is to fix a tiny scratch,310,Wow!  I hate when things like that happen.  I had a similar thing where they would have to replace the whole front body for a small scratch.,5|5|5_5|5|5,
hit:4143_conv:8286,3,surprised,I got into a small fender bender and i was so surprised to see how expensive it is to fix a tiny scratch,52,"that makes no sense! Such a rip off. I told them ""no_comma_ thank you"" i'm okay with that scratch",5|5|5_5|5|5,
hit:4143_conv:8286,4,surprised,I got into a small fender bender and i was so surprised to see how expensive it is to fix a tiny scratch,310,Yeah_comma_ just keep an eye out for rust building up_comma_ but usually it isn't an issue.,5|5|5_5|5|5,
hit:4148_conv:8297,1,disappointed,I always forget my password to important sites. I try to use the same thing but I always end up resetting and having to use something else.,262,I always forget my password on websites,5|5|5_5|5|5,
hit:4148_conv:8297,2,disappointed,I always forget my password to important sites. I try to use the same thing but I always end up resetting and having to use something else.,220,You need to write them down!,5|5|5_5|5|5,
hit:4148_conv:8297,3,disappointed,I always forget my password to important sites. I try to use the same thing but I always end up resetting and having to use something else.,262,Nut then someone can get into my accounts. I always end up resetting everything 6 times. Its pretty sad.,5|5|5_5|5|5,
hit:4148_conv:8297,4,disappointed,I always forget my password to important sites. I try to use the same thing but I always end up resetting and having to use something else.,220,Do you not have anywhere to hide your passwords?,5|5|5_5|5|5,
hit:4148_conv:8297,5,disappointed,I always forget my password to important sites. I try to use the same thing but I always end up resetting and having to use something else.,262,Do you have any suggestions?,5|5|5_5|5|5,
hit:4149_conv:8298,1,proud,My son was on the A honor roll all last year.  I am so pleased with his performance.,322,My son was on the A honor roll all last year.,4|3|5_5|5|5,
hit:4149_conv:8298,2,proud,My son was on the A honor roll all last year.  I am so pleased with his performance.,244,Congradulations ,4|3|5_5|5|5,
hit:4149_conv:8298,3,proud,My son was on the A honor roll all last year.  I am so pleased with his performance.,322,Thank you.  I am so pleased with his performance.,4|3|5_5|5|5,
hit:4149_conv:8298,4,proud,My son was on the A honor roll all last year.  I am so pleased with his performance.,244,Is this is first time? ,4|3|5_5|5|5,
hit:4150_conv:8301,1,terrified,i was scared walking home the other day,238,i was scared walking home the other day,5|5|5_4|55|5,
hit:4150_conv:8301,2,terrified,i was scared walking home the other day,296,I understand that feeling! Was it late?,5|5|5_4|55|5,
hit:4150_conv:8301,3,terrified,i was scared walking home the other day,238,it was late and the street wasnt lit up,5|5|5_4|55|5,
hit:4150_conv:8301,4,terrified,i was scared walking home the other day,296,Oh man! You do not have a car?,5|5|5_4|55|5,
hit:4151_conv:8302,1,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,296,Feeling strange about payday. It is a stressful time ,4|5|3_5|5|5,
hit:4151_conv:8302,2,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,262,I know. So many bills_comma_ so little funds.,4|5|3_5|5|5,
hit:4151_conv:8302,3,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,296,even more so now when dealing with mental illness of the one getting the payday,4|5|3_5|5|5,
hit:4151_conv:8302,4,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,262,Oh. that has to be really stressful.,4|5|3_5|5|5,
hit:4151_conv:8302,5,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,296,Beyond! I never know what they will do with the money.,4|5|3_5|5|5,
hit:4151_conv:8302,6,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,262,Maybe you should do something legally to protect them from themselves,4|5|3_5|5|5,
hit:4151_conv:8302,7,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,296,I wish I could but they play a good game when in front of others. They are very smart about it. It's a tough situation..Think Bipolar_comma_ ptsd_comma_ childhood issues etc..FAS,4|5|3_5|5|5,
hit:4151_conv:8302,8,apprehensive,Feeling strange about payday. It is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,262,I don't know what to tell you then. I've seen it before but not with me personally,4|5|3_5|5|5,
hit:4157_conv:8315,1,impressed,I recently was very shocked and happy to find my husband had cleaned the entire house while I was out with friends.,99,I recently was very shocked and happy to find my husband had cleaned the entire house,5|5|5_5|5|5,
hit:4157_conv:8315,2,impressed,I recently was very shocked and happy to find my husband had cleaned the entire house while I was out with friends.,85,That was sweet of him!  Were you shocked because that's something that never happens?,5|5|5_5|5|5,
hit:4157_conv:8315,3,impressed,I recently was very shocked and happy to find my husband had cleaned the entire house while I was out with friends.,99,Yes! I was out with some friends and have never come home to a house being so clean after an outing with friends!,5|5|5_5|5|5,
hit:4157_conv:8315,4,impressed,I recently was very shocked and happy to find my husband had cleaned the entire house while I was out with friends.,85,I guess you need to go out more often so he can keep surprising you.,5|5|5_5|5|5,
hit:4164_conv:8329,1,sentimental,Old pokemon games make me nostalgic and emotional for some odd reason_comma_ they were a big part of my childhood,10,Old pokemon games make me nostalgic and emotional for some odd reason_comma_ they were a big part of my childhood,5|5|5_5|5|5,
hit:4164_conv:8329,2,sentimental,Old pokemon games make me nostalgic and emotional for some odd reason_comma_ they were a big part of my childhood,506,Oh wow Red and Blue were the best gameboy games,5|5|5_5|5|5,
hit:4164_conv:8329,3,sentimental,Old pokemon games make me nostalgic and emotional for some odd reason_comma_ they were a big part of my childhood,10,I think so too_comma_ I also love Emerald,5|5|5_5|5|5,
hit:4164_conv:8329,4,sentimental,Old pokemon games make me nostalgic and emotional for some odd reason_comma_ they were a big part of my childhood,506,Never got a chance to play that one_comma_ was it better?,5|5|5_5|5|5,
hit:4166_conv:8333,1,surprised,That my house got an offer on it from the neighbor. ,11,One night my neighbor wrote to me and said he wanted to buy my house. :o ,5|5|5_5|5|5,
hit:4166_conv:8333,2,surprised,That my house got an offer on it from the neighbor. ,10,What did you say to that?,5|5|5_5|5|5,
hit:4166_conv:8333,3,surprised,That my house got an offer on it from the neighbor. ,11,I said yesssssss! Its been on the market forever so I was shocked. ,5|5|5_5|5|5,
hit:4166_conv:8333,4,surprised,That my house got an offer on it from the neighbor. ,10,Wow_comma_ congrats then_comma_ glad it worked out!,5|5|5_5|5|5,
hit:4167_conv:8334,1,trusting,I just took delivery of a Tesla S!  I have put a lot of faith into the auto pilot function!  I hope it never fails me!,277,I just took delivery of a Tesla S! I have put a lot of faith into the auto pilot function! I hope it never fails me!,5|5|5_5|5|5,
hit:4167_conv:8334,2,trusting,I just took delivery of a Tesla S!  I have put a lot of faith into the auto pilot function!  I hope it never fails me!,244,It's failed before. Just make sure you keep your hands on the wheel.... just in case.,5|5|5_5|5|5,
hit:4167_conv:8334,3,trusting,I just took delivery of a Tesla S!  I have put a lot of faith into the auto pilot function!  I hope it never fails me!,277,Yeah_comma_ I try to focus_comma_ but it is so easy to sit back and just let it do its thing!,5|5|5_5|5|5,
hit:4167_conv:8334,4,trusting,I just took delivery of a Tesla S!  I have put a lot of faith into the auto pilot function!  I hope it never fails me!,244,That's cool. Have you driven it yet?,5|5|5_5|5|5,
hit:4169_conv:8338,1,proud,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,10,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,5|5|5_5|5|5,
hit:4169_conv:8338,2,proud,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,11,Thats awesome i bet she will too! when does she start? ,5|5|5_5|5|5,
hit:4169_conv:8338,3,proud,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,10,She starts in exactly a week,5|5|5_5|5|5,
hit:4169_conv:8338,4,proud,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,11,woo hoo so you guys going out to celebrate? ,5|5|5_5|5|5,
hit:4170_conv:8340,1,impressed,I always thought androids were trash phones. I kind of like the S9 though,262,I always thought android phones were trash.,5|5|5_5|5|5,
hit:4170_conv:8340,2,impressed,I always thought androids were trash phones. I kind of like the S9 though,45,Really? I guess there a lot of people that think that as well. Do you still think that?,5|5|5_5|5|5,
hit:4170_conv:8340,3,impressed,I always thought androids were trash phones. I kind of like the S9 though,262,It was pretty amazed by the camera on the galaxy s9. Im still an iphone girl though,5|5|5_5|5|5,
hit:4170_conv:8340,4,impressed,I always thought androids were trash phones. I kind of like the S9 though,45,Yes_comma_ I have an iPhone now and like it pretty good too. I always had Androids before_comma_ but I do like Iphone a bit better too!,5|5|5_5|5|5,
hit:4170_conv:8340,5,impressed,I always thought androids were trash phones. I kind of like the S9 though,262,I remember buying the first generation iphone. It was cool then. Now its amazing,5|5|5_5|5|5,
hit:4172_conv:8345,1,afraid,"I am afraid of growing up_comma_ I am just now an ""adult"" but not ready to fend for myself yet",10,"I am afraid of growing up_comma_ I am just now an ""adult"" but not ready to fend for myself yet",5|5|5_5|5|5,
hit:4172_conv:8345,2,afraid,"I am afraid of growing up_comma_ I am just now an ""adult"" but not ready to fend for myself yet",244,How old are you?,5|5|5_5|5|5,
hit:4172_conv:8345,3,afraid,"I am afraid of growing up_comma_ I am just now an ""adult"" but not ready to fend for myself yet",10,I am 21_comma_ so still young,5|5|5_5|5|5,
hit:4172_conv:8345,4,afraid,"I am afraid of growing up_comma_ I am just now an ""adult"" but not ready to fend for myself yet",244,Do you have a job?,5|5|5_5|5|5,
hit:4180_conv:8360,1,lonely,I felt distant once I moved away to college,506,After moving away for college I was by myself alot,5|5|5_5|5|5,
hit:4180_conv:8360,2,lonely,I felt distant once I moved away to college,509,Oh_comma_ that sounds lonely :(,5|5|5_5|5|5,
hit:4180_conv:8360,3,lonely,I felt distant once I moved away to college,506,Yeah I need to find a way to meet others,5|5|5_5|5|5,
hit:4180_conv:8360,4,lonely,I felt distant once I moved away to college,509,How about joining a club?,5|5|5_5|5|5,
hit:4192_conv:8384,1,excited,I was going on vacation with my boyfriend of the time for the first time out of the country. The first night of the cruise_comma_ he told me that we would be swimming with the dolphins on our trip which has always been my dream. That evening_comma_ he also asked me to marry him.,510,My boyfriend surprise proposed to me on vacation with him!,5|5|5_5|5|5,
hit:4192_conv:8384,2,excited,I was going on vacation with my boyfriend of the time for the first time out of the country. The first night of the cruise_comma_ he told me that we would be swimming with the dolphins on our trip which has always been my dream. That evening_comma_ he also asked me to marry him.,340,Wow_comma_ I bet you were blown away. Where was the vacation at?,5|5|5_5|5|5,
hit:4192_conv:8384,3,excited,I was going on vacation with my boyfriend of the time for the first time out of the country. The first night of the cruise_comma_ he told me that we would be swimming with the dolphins on our trip which has always been my dream. That evening_comma_ he also asked me to marry him.,510,I was! We were on a cruise sailing to Cozumel,5|5|5_5|5|5,
hit:4192_conv:8384,4,excited,I was going on vacation with my boyfriend of the time for the first time out of the country. The first night of the cruise_comma_ he told me that we would be swimming with the dolphins on our trip which has always been my dream. That evening_comma_ he also asked me to marry him.,340,I have never been there_comma_ but heard a it's beautiful.,5|5|5_5|5|5,
hit:4199_conv:8399,1,ashamed,i felt bad when i couldnt get the gift my daughter wanted for her birthday,238,i felt bad when i couldnt get the gift my daughter wanted for her birthday,5|5|5_4|4|4,
hit:4199_conv:8399,2,ashamed,i felt bad when i couldnt get the gift my daughter wanted for her birthday,317,What did she want?,5|5|5_4|4|4,
hit:4199_conv:8399,3,ashamed,i felt bad when i couldnt get the gift my daughter wanted for her birthday,238,a horse,5|5|5_4|4|4,
hit:4199_conv:8399,4,ashamed,i felt bad when i couldnt get the gift my daughter wanted for her birthday,317,Ohh wow! Those are expensive I bet,5|5|5_4|4|4,
hit:4201_conv:8403,1,annoyed,i was irked when i saw my cousin coming inside the  house,238,i was irked when i saw my cousin coming inside the house,5|5|5_4|4|4,
hit:4201_conv:8403,2,annoyed,i was irked when i saw my cousin coming inside the  house,317,Why were you irked?,5|5|5_4|4|4,
hit:4201_conv:8403,3,annoyed,i was irked when i saw my cousin coming inside the  house,238,cause he stole money from me,5|5|5_4|4|4,
hit:4201_conv:8403,4,annoyed,i was irked when i saw my cousin coming inside the  house,317,Wow! what a jerk,5|5|5_4|4|4,
hit:4203_conv:8406,1,confident,I am confident about my new job_comma_ and I can not wait to get started!,10,I am confident about my new job_comma_ and I can not wait to get started!,5|5|5_5|5|5,
hit:4203_conv:8406,2,confident,I am confident about my new job_comma_ and I can not wait to get started!,244,Awesome_comma_ what field do you work in?,5|5|5_5|5|5,
hit:4203_conv:8406,3,confident,I am confident about my new job_comma_ and I can not wait to get started!,10,I work in IT_comma_ what about you?,5|5|5_5|5|5,
hit:4203_conv:8406,4,confident,I am confident about my new job_comma_ and I can not wait to get started!,244,Ha_comma_ same.  Are you at work right now? ,5|5|5_5|5|5,
hit:4204_conv:8409,1,hopeful,My wife and I just put a bid on a house we really want!  We are fairly optimistic that we will get it!,277,My wife and I just put a bid on a house we really want! We are fairly optimistic that we will get it!,4|4|4_5|5|5,
hit:4204_conv:8409,2,hopeful,My wife and I just put a bid on a house we really want!  We are fairly optimistic that we will get it!,509,Good luck! I hope it goes well for you :),4|4|4_5|5|5,
hit:4204_conv:8409,3,hopeful,My wife and I just put a bid on a house we really want!  We are fairly optimistic that we will get it!,277,Yeah_comma_ we don't know for sure_comma_ but it looks promising!  ,4|4|4_5|5|5,
hit:4204_conv:8409,4,hopeful,My wife and I just put a bid on a house we really want!  We are fairly optimistic that we will get it!,509,How much is the house?,4|4|4_5|5|5,
hit:4211_conv:8422,1,devastated,I saw my ex-girlfriend on a date with my best friend.  I am so hurt right now.,322,I saw my ex-girlfriend on a date with my best friend.,5|5|5_5|5|5,
hit:4211_conv:8422,2,devastated,I saw my ex-girlfriend on a date with my best friend.  I am so hurt right now.,423,Oh man. I'm sorry. Do you still have a cordial relationship with your ex?,5|5|5_5|5|5,
hit:4211_conv:8422,3,devastated,I saw my ex-girlfriend on a date with my best friend.  I am so hurt right now.,322,No_comma_ I am so hurt right now.,5|5|5_5|5|5,
hit:4211_conv:8422,4,devastated,I saw my ex-girlfriend on a date with my best friend.  I am so hurt right now.,423,Have you talked to your friend?,5|5|5_5|5|5,
hit:4220_conv:8440,1,surprised,My wife threw me a big birthday party without me knowing!,9,My wife threw me a big birthday party without me knowing.,5|5|5_3|4|4,
hit:4220_conv:8440,2,surprised,My wife threw me a big birthday party without me knowing!,513,That sounds like such a thoughtful surprise! Did you enjoy it?,5|5|5_3|4|4,
hit:4220_conv:8440,3,surprised,My wife threw me a big birthday party without me knowing!,9,I did_comma_ i just wish I had known about it.,5|5|5_3|4|4,
hit:4220_conv:8440,4,surprised,My wife threw me a big birthday party without me knowing!,513,How come? Isn't the surprise half the fun?,5|5|5_3|4|4,
hit:4222_conv:8444,1,embarrassed,I accidentally tripped while walking into a restaurant and there was a bunch of people around.,100,I accidentally tripped while walking into a restaurant and there was a bunch of people around.,4|5|5_5|5|5,
hit:4222_conv:8444,2,embarrassed,I accidentally tripped while walking into a restaurant and there was a bunch of people around.,9,That sounds terrible_comma_ i would have cried!,4|5|5_5|5|5,
hit:4222_conv:8444,3,embarrassed,I accidentally tripped while walking into a restaurant and there was a bunch of people around.,100,Well I didn't cry_comma_ but my appetite was runied so I just went home.,4|5|5_5|5|5,
hit:4222_conv:8444,4,embarrassed,I accidentally tripped while walking into a restaurant and there was a bunch of people around.,9,I understand stand that for sure.,4|5|5_5|5|5,
hit:4222_conv:8445,1,proud,My dog did great at training class.,9,My dog did great at training class!,5|5|5_4|5|5,
hit:4222_conv:8445,2,proud,My dog did great at training class.,100,That's great_comma_ what kind of dog is it?,5|5|5_4|5|5,
hit:4222_conv:8445,3,proud,My dog did great at training class.,9,It's a really big one that we got online!,5|5|5_4|5|5,
hit:4222_conv:8445,4,proud,My dog did great at training class.,100,Oh wow I only have small dogs_comma_ I can't imagine training a big dog.,5|5|5_4|5|5,
hit:4225_conv:8450,1,sentimental,My keep my dads necklace close to me as much as possible.,9,I keep my dads necklace close to me as much as possible.,5|5|5_3|4|4,
