Sr No.	Utterance	Speaker	Emotion	Sentiment	Dialogue_ID	Utterance_ID	Season	Episode	StartTime	EndTime
1135	They're all [NAME].	Monica	neutral	neutral	119	2	8	12	00:16:50,259	00:16:52,343
1136	[NAME] sucks! He couldn't have gotten this good!	Phoebe	surprise	negative	119	3	8	12	00:16:50,259	00:16:56,014
1137	I did. But it came at a price.	Chandler	neutral	neutral	119	4	8	12	00:16:56,181	00:16:58,641
1138	But [NAME] is coming over tonight and he can't see this.	Monica	fear	negative	119	5	8	12	00:16:59,852	00:17:02,228
1139	Oh come on, by age seven kids have already seen orgies. Was it just me?!	Chandler	surprise	negative	119	6	8	12	00:17:02,396	00:17:11,571
1140	Sure!	Chandler	joy	positive	120	0	6	3	00:03:58,029	00:03:59,071
1141	Okay, I was thinking we should have a beautiful guest room, right?	Monica	neutral	neutral	120	1	6	3	00:03:58,029	00:04:01,406
1142	With a mahogany sleigh bed and bedside tables with flowers on them all the time!	Monica	joy	positive	120	2	6	3	00:04:01,574	00:04:05,327
1143	And we could have a roll top desk with comment cards on them so people could say how much they loved staying here!!	Monica	joy	positive	120	3	6	3	00:04:05,495	00:04:11,541
1144	Okay, whatever, I really haven't thought about it that much.	Monica	neutral	neutral	120	4	6	3	00:04:12,418	00:04:15,420
1145	Well, I like that idea.	Chandler	joy	positive	120	5	6	3	0:04:15,588	0:04:16,798
1146	Obviously!	Chandler	joy	positive	120	6	6	3	0:04:16,798	0:04:18,956
1147	I was thinking maybe-maybe-maybe it could be a game room, y'know?	Chandler	neutral	neutral	120	7	6	3	00:04:19,050	00:04:22,552
1148	I mean you can buy old arcade games like uh, like	Chandler	neutral	neutral	120	8	6	3	00:04:22,720	00:04:27,891
1149	No.	Monica	disgust	negative	120	9	6	3	00:04:32,146	00:04:33,730
1150	Okay so you mean no as in, `` [NAME], what an interesting idea. Let's discuss it before we reject it completely. ''	Chandler	joy	positive	120	10	6	3	00:04:32,146	00:04:41,655
1151	Oh, I'm sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.	Monica	disgust	negative	120	11	6	3	00:04:41,864	00:04:48,745
1152	So, that's it?	Chandler	surprise	negative	120	12	6	3	00:04:50,290	00:04:51,581
1153	I just don't think arcade games go in the beautiful guest room. The beautiful guest room is gon na be filled with antiques.	Monica	neutral	neutral	120	13	6	3	00:04:51,749	00:04:57,963
1154	Which is why	Chandler	neutral	neutral	120	14	6	3	00:04:58,131	00:05:01,675
1155	What do you have against the beautiful guest room?	Monica	anger	negative	120	15	6	3	00:05:03,594	00:05:05,429
1156	I don't have anything against the beautiful guest room, especially since everybody we know lives about 30 seconds away!	Chandler	anger	negative	120	16	6	3	00:05:05,596	00:05:11,518
1157	Are you mocking me?	Monica	anger	negative	120	17	6	3	00:05:12,937	00:05:14,062
1158	No, I'm not mocking you, or you beautiful guest room.	Chandler	neutral	neutral	120	18	6	3	00:05:14,230	00:05:16,690
1159	Y'know, I love doing crossword puzzles with you honey!	Monica	joy	positive	121	0	5	16	00:00:54,262	00:00:57,139
1160	Aww, me too. Now let 's finish this and go to bed.	Joey	joy	positive	121	1	5	16	00:00:57,307	00:01:00,976
1161	Okay! There 's only one left, three letter word, not dog but	Monica	neutral	neutral	121	2	5	16	00:01:01,144	00:01:06,273
1162	Cat.	Joey	neutral	neutral	121	3	5	16	00:01:07,442	00:01:09,151
1163	Yes! You are so smart! I love you.	Monica	joy	positive	121	4	5	16	00:01:10,195	00:01:17,242
1164	I love you too.	Joey	joy	positive	121	5	5	16	00:01:17,410	00:01:18,911
1165	I never sucked, I actually did n't want you to know how good I was!	Chandler	neutral	neutral	122	0	9	23	00:46:21,737	00:46:26,249
1166	Why?	Monica	surprise	negative	122	1	9	23	0:46:25,240	0:46:26,742
1167	I do n't know.	Chandler	neutral	neutral	122	2	9	23	0:46:26,742	0:46:27,032
1168	This is so great! Now we can enter into doubles tournaments!	Monica	joy	positive	122	3	9	23	00:46:27,117	00:46:32,038
1169	That 's	Chandler	neutral	neutral	122	4	9	23	00:46:29,119	00:46:32,038
1171	Hey. Okay, I gave him another chance, but [NAME] has	Monica	neutral	neutral	123	0	8	5	00:08:28,216	00:08:31,927
1172	But	Phoebe	neutral	neutral	123	1	8	5	00:08:30,259	00:08:31,927
1173	No! No-no! He is totally incompetent. I called the chef who recommended him to me. He said, `` Ha-ha! Gotcha! ''	Monica	disgust	negative	123	2	8	5	00:08:32,094	00:08:39,017
1174	Okay. Okay, but you can't fire him today.	Phoebe	neutral	neutral	123	3	8	5	0:08:40,186	0:08:42,105
1175	Why not?!	Monica	anger	negative	123	4	8	5	0:08:42,105	0:08:43,031
1176	Because I'm dumping him today.	Phoebe	neutral	neutral	123	5	8	5	0:08:43,147	0:08:44,739
1177	What?! You said he was sweet!	Monica	surprise	negative	123	6	8	5	0:08:44,739	0:08:46,992
1178	He	Phoebe	neutral	neutral	123	7	8	5	0:08:46,992	0:08:47,194
1179	Just don't pick up your phone.	Monica	neutral	neutral	123	8	8	5	00:08:55,117	00:08:57,994
1180	Then he comes over! `` I'm so worried about you. '' Uck! Be a man!	Phoebe	disgust	negative	123	9	8	5	00:08:55,117	00:09:01,414
1181	What? So now I'm not allowed to fire him?	Monica	surprise	negative	123	10	8	5	00:09:02,083	00:09:04,000
1182	You can't fire him and dump him the same day, he'll kill himself.	Phoebe	sadness	negative	123	11	8	5	00:09:04,168	00:09:07,504
1183	Okay well then, I'll fire him today and you go out with him for another week.	Monica	neutral	neutral	123	12	8	5	00:09:07,672	00:09:10,131
1184	Are you kidding?! Another week with that sip, I'll kill	Phoebe	disgust	negative	123	13	8	5	00:09:10,299	00:09:14,219
1185	Okay well, then we'll both do it today and he'll just have to deal with it!	Monica	neutral	neutral	123	14	8	5	00:09:14,387	00:09:17,639
1186	Okay. But the question is who's gon na go first. Cause whoever goes second is the bitch.	Phoebe	sadness	negative	123	15	8	5	00:09:18,391	00:09:23,311
1188	This is the final boarding call for Flight 664 to Yemen.	Ticket Counter Attendant	neutral	neutral	124	0	4	15	00:19:55,527	00:19:59,780
1189	Well, I-I guess I got ta go.	Chandler	sadness	negative	124	1	4	15	00:20:02,743	00:20:04,452
1190	Oh, my Bing-a-ling. I'll wait for you. Do you even know how long you're going to be gone?	Janice	sadness	negative	124	2	4	15	00:20:04,620	00:20:13,127
1191	Well, just until we find an energy source to replace fuel.	Chandler	neutral	neutral	124	3	4	15	00:20:14,129	00:20:19,508
1192	Oh. Well, I'll right you everyday. 15 Yemen Road, Yemen.	Janice	neutral	neutral	124	4	4	15	00:20:19,927	00:20:27,141
1193	Okay, good-bye. Good-bye.	Chandler	sadness	negative	124	5	4	15	00:20:28,852	00:20:31,062
1194	[NAME]?	Janice	neutral	neutral	124	6	4	15	0:20:46,286	0:20:46,829
1195	No!	Chandler	anger	negative	124	7	4	15	0:20:46,829	0:20:47,251
1196	[NAME]!	Janice	surprise	positive	124	8	4	15	0:20:47,251	0:20:47,406
1197	[NAME]!	Chandler	surprise	positive	124	9	4	15	0:20:49,456	0:20:50,082
1198	There you are!	Chandler	surprise	positive	124	10	4	15	0:20:50,082	0:20:51,714
1199	There you are!	Chandler	surprise	positive	124	11	4	15	0:20:51,714	0:20:52,771
1200	I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane!	Chandler	sadness	negative	124	12	4	15	00:20:49,456	00:20:56,504
1201	No! No! I wan na see you take-off.	Janice	neutral	neutral	124	13	4	15	00:20:57,297	00:21:00,883
1202	Well, I then guess I'm going to Yemen! I'm going to Yemen! When we get to Yemen, can I stay with you?	Chandler	joy	positive	124	14	4	15	00:21:01,677	00:21:12,895
1203	Hi!	Rachel	joy	positive	125	0	7	4	0:14:02,424	0:14:03,556
1204	Hey.	Joey	neutral	neutral	125	1	7	4	0:14:03,556	0:14:03,854
1205	HeyOoh, how's [NAME]? Is she working out?	Phoebe	neutral	neutral	125	2	7	4	00:14:04,051	00:14:05,760
1206	Ohh, my new assistant is working out, yes.	Rachel	neutral	neutral	125	3	7	4	00:14:06,178	00:14:11,391
1207	Was she happy you gave her the job?	Joey	neutral	neutral	125	4	7	4	00:14:11,600	00:14:13,226
1208	Oh, my-my new assistant was very happy that I hired my new assistant.	Rachel	neutral	neutral	125	5	7	4	00:14:13,435	00:14:18,940
1209	Hello?	Joey	neutral	neutral	125	6	7	4	00:14:21,110	00:14:22,360
1210	Oh hey!	Joey	surprise	positive	125	7	7	4	0:14:22,611	0:14:23,487
1211	Can you, can you hang on a second?	Joey	neutral	neutral	125	8	7	4	0:14:23,487	0:14:25,005
1212	It's the producers over at [NAME] and C.H.E.E.S.E.	Joey	neutral	neutral	125	9	7	4	00:14:25,155	00:14:27,240
1213	can you excuse me for a minute?	Joey	neutral	neutral	125	10	7	4	00:14:27,408	00:14:29,325
1214	Hey, funny you should call.	Joey	joy	positive	125	11	7	4	0:14:31,078	0:14:33,010
1215	I was just looking over next week's script.	Joey	neutral	neutral	125	12	7	4	0:14:33,010	0:14:35,559
1216	Canceled?!	Joey	surprise	negative	125	13	7	4	00:14:36,625	00:14:38,001
1217	Like they're taking it off the air?	Joey	surprise	negative	125	14	7	4	0:14:39,086	0:14:40,797
1218	Ohh.	Joey	neutral	neutral	125	15	7	4	0:14:40,797	0:14:41,528
1219	All right, see you Monday.	Joey	neutral	neutral	125	16	7	4	00:14:43,007	00:14:45,925
1220	We're not even shootin' them anymore?!!	Joey	surprise	negative	125	17	7	4	00:14:46,635	00:14:48,720
1221	All right, bye!	Joey	anger	negative	125	18	7	4	00:14:49,722	00:14:51,973
1222	They canceled [NAME] and C.H.E.E.S.E!	Joey	anger	negative	125	19	7	4	00:14:53,225	00:14:54,976
1223	Sorry.	Phoebe	sadness	negative	125	20	7	4	0:14:55,144	0:14:56,746
1224	I'm sorry [NAME].	Rachel	sadness	negative	125	21	7	4	0:14:56,746	0:14:56,980
1225	Why would they do that?! It was a good show right?!	Joey	surprise	negative	125	22	7	4	00:14:57,146	00:14:59,939
1226	It's so secluded up here.	Rachel	neutral	neutral	126	0	6	22	00:10:03,894	00:10:05,645
1227	I know. I like it up here.	Paul	joy	positive	126	1	6	22	00:10:06,439	00:10:09,649
1228	I feel like we're the only two people in the world. Oops. Sorry.	Rachel	joy	positive	126	2	6	22	00:10:10,109	00:10:12,485
1229	What's the matter honey? Did you see a little mouse?	Paul	neutral	neutral	126	3	6	22	00:10:21,495	00:10:26,708
1230	No-no! Big bear! Big bear outside! I think I-Iwould youactually, would you go check on that?	Rachel	fear	negative	126	4	6	22	00:10:26,876	00:10:32,631
1231	Honey, we don't have any bears here.	Paul	neutral	neutral	126	5	6	22	00:10:30,755	00:10:32,631
1232	Well, okay. Would-would you get me a	Rachel	neutral	neutral	126	6	6	22	00:10:32,840	00:10:36,468
1233	Okay. I'll be right back.	Paul	neutral	neutral	126	7	6	22	00:10:37,678	00:10:40,555
1234	Okay. What?! What are you doing here?!	Rachel	surprise	negative	126	8	6	22	0:10:45,186	0:10:46,771
1235	What are	Ross	neutral	neutral	126	9	6	22	0:10:46,771	0:10:47,665
1236	I came with [NAME]!	Rachel	anger	negative	126	10	6	22	0:10:47,772	0:10:50,914
1237	Yeah, I recognize the ankles!	Ross	neutral	neutral	126	11	6	22	0:10:50,914	0:10:51,293
1238	Get up!	Rachel	anger	negative	126	12	6	22	00:10:51,400	00:10:52,942
1239	Here you go honey!	Paul	joy	positive	126	13	6	22	00:10:53,819	00:10:55,487
1240	Ahh. Thank you!	Rachel	joy	positive	126	14	6	22	0:10:55,655	0:10:58,992
1241	Diet Coke	Paul	neutral	neutral	126	15	6	22	0:10:58,992	0:10:59,138
1242	What the hell was that?!	Rachel	anger	negative	127	0	6	17	00:08:04,233	00:08:06,443
1243	A lesson in the importance of unagi.	Ross	neutral	neutral	127	1	6	17	00:08:06,611	00:08:10,697
1244	Ohh,	Phoebe	neutral	neutral	127	2	6	17	00:08:12,074	00:08:13,116
1245	Perhaps. Now I'm curious, at what point during those girlish screams would you have begun to	Ross	neutral	neutral	127	3	6	17	00:08:16,120	00:08:25,629
1246	All right, so we weren't	Rachel	neutral	neutral	127	4	6	17	00:08:27,757	00:08:30,550
1247	I'm sorry I had to take such drastic measures to make my point, but Ilook, I just want you guys to be safe.	Ross	neutral	neutral	127	5	6	17	00:08:32,011	00:08:37,766
1248	What are you doing?	Brenda	neutral	neutral	128	0	8	7	00:17:59,953	00:18:03,706
1249	I'm leaning. This is where I lean.	Chandler	neutral	neutral	128	1	8	7	00:17:59,953	00:18:06,667
1250	Okay. ( Goes over and fluffs up the pillows on the couch.	Brenda	neutral	neutral	128	2	8	7	00:18:07,961	00:18:09,670
1251	[NAME] a bee!	Chandler	fear	negative	128	3	8	7	0:18:12,841	0:18:13,759
1252	What?	Brenda	surprise	negative	128	4	8	7	0:18:13,759	0:18:14,373
1253	Yes! It's flown into your blouse and you'd better undo your buttons lest it sting you!	Chandler	anger	negative	128	5	8	7	00:18:14,468	00:18:19,639
1254	I think I know what's going on here.	Brenda	disgust	negative	128	6	8	7	0:18:21,517	0:18:23,369
1255	You do?	Chandler	neutral	neutral	128	7	8	7	0:18:23,369	0:18:25,358
1256	Look, I know it must be hard that your wife is a lesbian, but it's wrong. You're married.	Brenda	disgust	negative	128	8	8	7	00:18:25,479	00:18:34,695
1257	I totally understand. Can I	Chandler	neutral	neutral	128	9	8	7	00:18:34,863	00:18:38,116
1258	All right, let 's do it!	Director	joy	positive	129	0	3	12	00:17:16,035	00:17:17,201
1259	No, no, no. What was that?	Director	surprise	negative	129	1	3	12	00:17:35,846	00:17:40,141
1260	I know, it was the best I could get out of them.	Joey	neutral	neutral	129	2	3	12	00:17:40,309	00:17:42,894
1261	Well, people!	Director	sadness	negative	129	3	3	12	0:17:44,438	0:17:45,780
1262	People, people, people.	Joey	neutral	neutral	129	4	3	12	0:17:45,780	0:17:48,706
1263	Let 's try it again, and this time let 's watch everybody watch [NAME].	Director	neutral	neutral	129	5	3	12	00:17:48,817	00:17:53,446
1264	Show 'em how it 's done.	Director	neutral	neutral	129	6	3	12	00:17:55,282	00:17:57,200
1265	Count it off.	Director	neutral	neutral	129	7	3	12	00:18:02,831	00:18:03,873
1266	So what did he decide? Does your Uncle [NAME] get an invite or not?	Emily	neutral	neutral	130	0	4	21	00:02:28,398	00:02:31,817
1267	Ohh, God, nobody likes him, and he's so cheap, he'd never fly to [NAME] in a million years.	Ross	disgust	negative	130	1	4	21	00:02:32,026	00:02:38,323
1268	Yeah, invite him?	Ross	neutral	neutral	130	2	4	21	00:02:38,533	00:02:39,700
1269	Hey, did I do these neat enough?	Ross	neutral	neutral	130	3	4	21	00:02:41,619	00:02:43,537
1270	Yeah, they're fine.	Emily	neutral	neutral	130	4	4	21	0:02:44,873	0:02:46,255
1271	Yeah?	Ross	joy	positive	130	5	4	21	0:02:46,255	0:02:46,751
1272	If anyone asks, we'll just say [NAME] addressed them. Oh! So you invited [NAME] then?	Emily	surprise	positive	130	6	4	21	00:02:47,167	00:02:53,088
1273	Sure. Why not?	Ross	neutral	neutral	130	7	4	21	00:02:53,756	00:02:54,840
1274	Really?	Emily	surprise	positive	130	8	4	21	0:02:55,216	0:02:55,884
1275	Yeah?	Ross	neutral	neutral	130	9	4	21	0:02:55,884	0:02:56,790
1276	I don't think I'd be comfortable with any of my old lovers there.	Emily	sadness	negative	130	10	4	21	00:02:56,885	00:03:01,555
1277	Wait-wait-wait, do you, do you think, maybe we shouldn't invite her?	Ross	fear	negative	130	11	4	21	00:03:02,140	00:03:04,808
1278	Oh, no-no, y'know I absolutely adore [NAME] it's just that, well it might be a awkward for you.	Emily	sadness	negative	130	12	4	21	00:03:05,018	00:03:11,857
1279	But it's absolutely your decision.	Emily	neutral	neutral	130	13	4	21	00:03:12,317	00:03:14,526
1280	More tea?	Emily	neutral	neutral	130	14	4	21	0:03:14,986	0:03:15,618
1281	Yeah sure.	Ross	neutral	neutral	130	15	4	21	0:03:15,618	0:03:16,502
1282	[NAME] Grey?	Emily	neutral	neutral	130	16	4	21	00:03:18,364	00:03:20,073
1283	Huh? Yeah, fine, invite whoever you want.	Ross	neutral	neutral	130	17	4	21	00:03:20,283	00:03:22,159
1284	Hi.	Rachel	neutral	neutral	131	0	8	3	0:21:23,448	0:21:24,116
1285	Hey!	Joey	joy	positive	131	1	8	3	0:21:24,116	0:21:25,556
1286	Hey! So how was the doctor?	Phoebe	neutral	neutral	131	2	8	3	0:21:26,118	0:21:27,290
1287	Oh, everything went great.	Rachel	joy	positive	131	3	8	3	0:21:27,290	0:21:29,298
1288	[NAME].	Phoebe	neutral	neutral	131	4	8	3	0:21:29,496	0:21:29,968
1289	Oh hey, show them the picture of your uterus.	Ross	neutral	neutral	131	5	8	3	0:21:29,968	0:21:32,932
1290	Oh.	Phoebe	joy	positive	131	6	8	3	00:21:36,128	00:21:37,211
1291	I don't see the baby. Where is it?	Joey	neutral	neutral	131	7	8	3	00:21:39,047	00:21:40,673
1292	Oh no, I know I couldn't see it either at first, but it's right umm [NAME], I lost it again.	Rachel	joy	positive	131	8	8	3	00:21:40,882	00:21:48,347
1295	Could you help me with something?	Phoebe	neutral	neutral	132	0	8	23	00:14:15,301	00:14:19,722
1296	The patient I'm looking for has a broken leg and is in a wheelchair.	Phoebe	neutral	neutral	132	1	8	23	00:14:15,301	00:14:24,268
1297	And umm, he's like early to mid-thirties, very attractive.	Phoebe	neutral	neutral	132	2	8	23	00:14:19,888	00:14:24,268
1298	I think I know who you're talking about.	Nurse	neutral	neutral	132	3	8	23	0:14:24,518	0:14:26,400
1299	Oh yay! Great! Okay, what room number is he in?	Phoebe	joy	positive	132	4	8	23	0:14:26,400	0:14:29,127
1300	I'm sorry, that information is restricted to hospital staff	Nurse	neutral	neutral	132	5	8	23	00:14:29,273	00:14:32,067
1301	Uh, she's with me. Dr. [NAME] Remoray.	Joey	neutral	neutral	132	6	8	23	0:14:32,234	0:14:34,403
1302	Dr. [NAME] who?	Nurse	neutral	neutral	132	7	8	23	0:14:34,403	0:14:37,970
1303	Remoray. It's Portuguese. We need that information. I'm a doctor.	Joey	neutral	neutral	132	8	8	23	00:14:38,115	00:14:43,746
1304	A doctor at this hospital?	Nurse	surprise	negative	132	9	8	23	00:14:44,038	00:14:48,042
1305	Damnit woman we're losing precious time! Now do you want this man's blood on your head?	Joey	anger	negative	132	10	8	23	00:14:48,208	00:14:50,000
1306	Hands.	Phoebe	neutral	neutral	132	11	8	23	0:14:50,127	0:14:50,889
1307	Hands!	Joey	neutral	neutral	132	12	8	23	0:14:50,889	0:14:52,475
1308	It is absolutely essential that you tell me what room the man my assistant described is staying in.	Joey	neutral	neutral	132	13	8	23	00:14:52,588	00:14:57,509
1309	He's a patient of mine, I've been treating him for years!	Joey	neutral	neutral	132	14	8	23	00:14:57,676	00:14:59,887
1310	He's in room 816.	Nurse	neutral	neutral	132	15	8	23	0:15:00,095	0:15:01,517
1311	816, thank you!	Joey	joy	positive	132	16	8	23	0:15:01,517	0:15:02,579
1312	Thank you.	Phoebe	neutral	neutral	132	17	8	23	0:15:02,579	0:15:02,734
1313	And what is his name?	Joey	neutral	neutral	132	18	8	23	0:15:02,806	0:15:04,183
1314	No!	Phoebe	surprise	negative	132	19	8	23	0:15:04,183	0:15:05,685
1315	Hi!	Ross	joy	positive	133	0	4	1	00:00:45,670	00:00:46,795
1316	Hi!	Rachel and Bonnie	joy	positive	133	1	4	1	00:00:46,963	00:00:48,464
1317	[NAME] was just helping me out. My head got all sunburned.	Bonnie	neutral	neutral	133	2	4	1	00:00:50,258	00:00:52,718
1318	Awww.	Ross	joy	positive	133	3	4	1	00:00:53,094	00:00:54,470
1319	Thanks a million.	Bonnie	joy	positive	133	4	4	1	0:00:55,513	0:00:56,514
1320	Oh, you're welcome a million.	Rachel	joy	positive	133	5	4	1	0:00:56,514	0:00:58,797
1321	Okay, I'll see you in our room.	Bonnie	neutral	neutral	133	6	4	1	0:00:59,059	0:01:00,241
1322	Yeah.	Ross	neutral	neutral	133	7	4	1	0:01:00,241	0:01:01,705
1323	Oh my God.	Rachel	surprise	positive	133	8	4	1	00:01:14,449	00:01:15,532
1324	I know.	Ross	neutral	neutral	133	9	4	1	00:01:15,700	00:01:17,326
1325	Okay, I got ta go.	Ross	neutral	neutral	133	10	4	1	0:01:21,206	0:01:22,258
1326	Whoa! What?! Why?!	Rachel	surprise	negative	133	11	4	1	0:01:22,258	0:01:23,938
1327	Well, I-I got ta go break up with [NAME].	Ross	sadness	negative	133	12	4	1	00:01:24,042	00:01:26,919
1328	Here?! Now?!	Rachel	surprise	negative	133	13	4	1	00:01:27,629	00:01:29,088
1329	Well, yeah.	Ross	neutral	neutral	133	14	4	1	0:01:29,255	0:01:29,767
1330	I can't-I can't stay here all night, and if I go in there she's-she's gon na wan na... do stuff.	Ross	fear	negative	133	15	4	1	0:01:29,767	0:01:31,517
1331	What happened?	Ross	surprise	negative	134	0	4	9	00:06:06,949	00:06:08,033
1332	He's not gon na make it, he's stuck in Chicago.	Chandler	sadness	negative	134	1	4	9	00:06:08,201	00:06:10,285
1333	Ohh, man! Chicago, is sooo lucky!	Ross	joy	positive	134	2	4	9	00:06:10,453	00:06:14,623
1334	Stupid, useless Canadian money!	Chandler	anger	negative	134	3	4	9	00:06:15,333	00:06:19,294
1335	[NAME], one of your customers seems to have left his billfold. A [NAME] Bergen.	Mr. Waltham	neutral	neutral	135	0	4	13	00:21:16,400	00:21:21,195
1336	Really?	Rachel	surprise	positive	135	1	4	13	0:21:21,738	0:21:22,490
1337	[NAME] you call him?	Mr. Waltham	neutral	neutral	135	2	4	13	0:21:22,490	0:21:23,744
1338	Yes!	Rachel	joy	positive	135	3	4	13	0:21:23,865	0:21:24,783
1339	I will!	Rachel	joy	positive	135	4	4	13	0:21:24,783	0:21:25,159
1340	Absolutely!	Rachel	joy	positive	135	5	4	13	0:21:25,159	0:21:27,017
1343	Oh my God! That is so good!	Rachel	joy	positive	136	0	4	18	00:11:09,251	00:11:11,503
1344	I'm full, and yet I know if I stop eating this, I'll regret it.	Chandler	neutral	neutral	137	0	7	11	00:11:11,754	00:11:17,258
1345	Hey!	Joey	neutral	neutral	137	1	7	11	0:11:18,886	0:11:19,637
1346	Hey!	Rachel	neutral	neutral	137	2	7	11	0:11:19,637	0:11:20,388
1347	What do you got there?	Joey	neutral	neutral	137	3	7	11	0:11:20,388	0:11:20,906
1348	Oh it's umm, it's tofu cake. Do you want some?	Rachel	neutral	neutral	137	4	7	11	00:11:21,222	00:11:25,558
1349	What are you doing tonight?	Chandler	neutral	neutral	137	5	7	11	0:11:29,188	0:11:30,250
1350	Huh? Uh	Joey	neutral	neutral	137	6	7	11	0:11:30,250	0:11:31,109
1351	Dude! Dude!	Chandler	surprise	negative	137	7	7	11	00:11:31,232	00:11:33,525
1352	Oh! Sorry. Uh, I've got those plans with [NAME], why?	Joey	neutral	neutral	137	8	7	11	00:11:34,735	00:11:38,071
1353	Oh really? Uh, [NAME] said she had a date at 9:00.	Chandler	surprise	negative	137	9	7	11	00:11:38,239	00:11:41,157
1354	What?! Tonight?!	Joey	surprise	negative	137	10	7	11	0:11:41,325	0:11:42,702
1355	That's what [NAME] said.	Chandler	neutral	neutral	137	11	7	11	0:11:42,702	0:11:44,114
1356	After she gave me that big speech?!	Joey	surprise	negative	137	12	7	11	00:11:44,203	00:11:45,912
1357	She goes and makes a date with a guy on the same night she has plans with me?	Joey	anger	negative	137	13	7	11	00:11:46,080	00:11:49,165
1358	I think she's trying to pull a fast one on Big Daddy!	Joey	anger	negative	137	14	7	11	00:11:49,333	00:11:51,835
1359	Okay, is this lamp in the same place?	Chandler	neutral	neutral	138	0	6	7	00:15:14,330	00:15:15,914
1360	Who cares? I repel women.	Ross	disgust	negative	138	1	6	7	00:15:16,081	00:15:18,708
1361	No-no-no-no-no-no-no-no!!! You ca n't come in here! R-r-r-r-Ross is naked.	Chandler	surprise	negative	138	2	6	7	00:15:21,128	00:15:25,131
1362	What?!	Monica	surprise	negative	138	3	6	7	00:15:27,885	00:15:29,886
1363	It's yours!	Jill	neutral	neutral	139	0	6	13	00:18:46,792	00:18:48,334
1364	Yeah well, I'm-I'm a slut.	Rachel	sadness	negative	139	1	6	13	00:18:49,962	00:18:52,964
1365	Me too.	Jill	neutral	neutral	139	2	6	13	00:18:53,966	00:18:55,258
1366	Hi [NAME]!	Ross	joy	positive	139	3	6	13	0:18:59,012	0:19:00,013
1367	Hey!	Jill	joy	positive	139	4	6	13	0:19:00,013	0:19:00,347
1368	Hi.	Ross	neutral	neutral	139	5	6	13	0:19:00,347	0:19:00,485
1369	[NAME].	Rachel	neutral	neutral	139	6	6	13	00:19:03,016	00:19:05,184
1370	[NAME]! Well, you-you're not at home, you're-you're-you're right here.	Ross	surprise	positive	139	7	6	13	00:19:03,016	00:19:11,440
1371	Yeah I know, and I bet you thought it would be weird. But it's not!	Rachel	joy	positive	139	8	6	13	00:19:10,190	00:19:15,820
1372	Okay. So well I'll umm, I'll have her home by midnight.	Ross	neutral	neutral	139	9	6	13	00:19:21,076	00:19:27,290
1373	That part was perfect for me! I ca n't believe I did n't get it!	Joey	anger	negative	140	0	5	10	00:05:48,139	00:05:51,391
1374	I 'm sorry, man.	Ross	sadness	negative	140	1	5	10	00:05:51,559	00:05:53,643
1375	Hey, y'know what you should do?	Ross	neutral	neutral	140	2	5	10	00:05:54,062	00:05:55,604
1376	You should make something happen for yourself.	Ross	neutral	neutral	140	3	5	10	00:05:55,772	00:05:58,398
1377	Y'know, like-like write a play.	Ross	neutral	neutral	140	4	5	10	00:05:58,566	00:06:00,817
1378	Write a movie!	Ross	joy	positive	140	5	5	10	0:06:00,985	0:06:02,367
1379	Huh?	Ross	neutral	neutral	140	6	5	10	0:06:02,367	0:06:02,743
1380	I mean, what about those	Ross	neutral	neutral	140	7	5	10	0:06:02,743	0:06:04,729
1381	Come on [NAME] be realistic, y'know? If I did write something, what are the chances I could get those guys to star in it?	Joey	sadness	negative	140	8	5	10	00:06:04,781	00:06:12,412
1382	Wait a second, I could star in it!	Joey	joy	positive	140	9	5	10	0:06:15,708	0:06:17,730
1383	Or that.	Ross	neutral	neutral	140	10	5	10	0:06:17,730	0:06:18,888
1384	I ca n't write!	Joey	anger	negative	140	11	5	10	00:06:20,880	00:06:23,799
1385	Y'know I mean I-I-I 'm an actor, I do n't have the discipline that takes, y'know?	Joey	sadness	negative	140	12	5	10	00:06:20,880	00:06:27,719
1386	I ca n't do it.	Joey	sadness	negative	140	13	5	10	00:06:24,008	00:06:27,719
1387	I 'll help you.	Ross	neutral	neutral	140	14	5	10	00:06:28,471	00:06:29,596
1388	Yeah, I 'll make up a schedule and make sure you stick to it.	Ross	neutral	neutral	140	15	5	10	00:06:29,764	00:06:33,892
1389	And plus, it 'll give me something to do.	Ross	neutral	neutral	140	16	5	10	00:06:34,060	00:06:35,769
1390	Soo, ah, [NAME], what kind of photography do ya do?	Chandler	neutral	neutral	141	0	6	1	00:01:12,739	00:01:23,248
1391	Oh, mostly fashion, so there may be models here from time to time, I hope that's cool.	Eric	neutral	neutral	141	1	6	1	00:03:16,905	00:03:22,868
1392	Yes, that is cool. Because I have models here y'know...... never.	Chandler	neutral	neutral	141	2	6	1	00:09:35,283	00:09:47,627
1393	Oh, yeah, during the summer, I spend most weekends at my sister's beach house, which you are welcome to use by the way.	Eric	neutral	neutral	141	3	6	1	00:18:02,414	00:18:14,425
1394	Although, I should probably tell you, she's a porn star.	Eric	neutral	neutral	141	4	6	1	00:20:18,300	00:20:30,394
1395	Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good.	Chandler	neutral	neutral	142	0	3	6	00:04:30,019	00:04:38,902
